conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.9404145999475548e+18,Wed Jul 02 14:17:46 +0000 2025,0.0,Waduh keuangan negara bisa bermasalah nih jika tidak ditata se efisien mungkin Utang Pemerintah Tembus Rp10.269 Triliun di Akhir 2024 Saldo kas negara pada akhir tahun ditutup di angka Rp457 5 triliun. Anggaran Tak Cukup BGN Minta Tambahan Rp 50 Triliun Tuntaskan MBG 2025 https://t.co/Bcn6GacKrG,1.9404145999475548e+18,https://pbs.twimg.com/media/Gu28ybtW0AArp1L.jpg,,in,,0.0,1.0,0.0,https://x.com/undefined/status/1940414599947554877,1.3196843665916396e+18,
1.940401361285432e+18,Wed Jul 02 13:25:10 +0000 2025,1.0,MBG G-nya apa? Guwendeng guwendeng,1.940401361285432e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940401361285431655,250110423.0,
1.940461681106473e+18,Wed Jul 02 17:24:51 +0000 2025,2.0,Si Fadly ini bandingin angka? Mang otaknya udah ga waras. Tidak ada yang tahu jumlah pastinya bisa mencapai ribuan tapi korban ratusan di satu daerah aja hitungannya udah massal. Orang keracunan MBG puluhan aja dibilang massal. Ini aja aku yakin korban pemerkosaan itu ribuan.,1.940461681106473e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940461681106473030,8.309930714918175e+17,
1.9377096091559936e+18,Wed Jul 02 18:26:08 +0000 2025,0.0,@dearAlhena @CNNIndonesia kan ada makan bergizi gratis untuk makan. hedon dan flexing bisa pake pinjol,1.940477102207521e+18,,dearAlhena,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940477102207521061,131337801.0,
1.9403112798703864e+18,Wed Jul 02 07:27:13 +0000 2025,0.0,Rabu 2 Juli 2025 Kepala Kejaksaan Negeri Magetan Yuana Nurshiyam S.H. M.Hum. CSSL. bersama Kasi Intelijen Moh. Andy Sofyan S.H. M.H. beserta staf mengikuti Rapat Koordinasi Dukungan Kejaksaan dalam Pelaksanaan Program Makan Bergizi Gratis (MBG) di Seluruh Indonesia. https://t.co/h64BEvlZuE,1.9403112798703864e+18,https://pbs.twimg.com/media/Gu1ewrDWYAAMXoT.jpg,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940311279870386461,1.2679930514372977e+18,
1.940560170628928e+18,Wed Jul 02 23:56:13 +0000 2025,0.0,SPPG Polri memperkuat pondasi untuk anak-anak cerdas dan sehat #MBGUntukIndonesiaEmas https://t.co/AgPTtQqK9c,1.940560170628928e+18,https://pbs.twimg.com/ext_tw_video_thumb/1940559803174039552/pu/img/GPamtnQrZZrn2NCD.jpg,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940560170628927953,1.376760295624876e+18,
1.9403888490264824e+18,Wed Jul 02 12:35:26 +0000 2025,0.0,Program Makan Bergizi Gratis dapat menciptakan ekosistem berkelanjutan demi generasi yang unggul. #MakanBergizi #GenerasiSehat #DukungBersama https://t.co/32FLsRD1Pf,1.9403888490264824e+18,https://pbs.twimg.com/media/Gu2lYBUXwAEv2Qz.jpg,,in,,0.0,1.0,0.0,https://x.com/undefined/status/1940388849026482476,1.5825541667522642e+18,
1.9404163071676337e+18,Wed Jul 02 14:25:28 +0000 2025,0.0,Anak2 keracunan mbg dianggap sepele kasus pemerkosaan 98 dianggap sepele dan masih banyak lagi kejahatan yang dinormalkan.,1.9404165370406508e+18,,keruoukterunh,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940416537040650741,1.5550481557918843e+18,
1.9403998826633137e+18,Wed Jul 02 13:19:17 +0000 2025,0.0,Yang keracunan MBG gimana kabarna MBG da 19 ribu tenaga kerja dah jalan jangan umbar janji rakyat dah muak .,1.9403998826633137e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940399882663313720,1.6672132782407066e+18,
1.940547175798428e+18,Wed Jul 02 23:04:34 +0000 2025,0.0,Optimisme makin besar dengan hadirnya SPPG di bawah Polri untuk MBG #MBGUntukIndonesiaEmas https://t.co/HzGDroeWO8,1.940547175798428e+18,https://pbs.twimg.com/media/Gu41XFWWwAEXcdr.jpg,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1940547175798427800,1.6909562148790764e+18,
